Facility GHGRP ID No. / Installation No d'identification du PDGES,Reference Year / Année de référence,Facility Name / Nom de l'installation,Facility Province or Territory / Province ou territoire de l'installation,English Facility NAICS Code Description / Description du code SCIAN de l'installation en anglais,Emission Source / Source d'emission,CO2 (tonnes),Total Emissions from Source (tonnes CO2e) / Émissions totales de la Source (tonnes éq. CO2),Total Facility Emissions (tonnes CO2e) / Émissions totales de l'installation (tonnes éq. CO2)
G10073,2023,Cold Lake,Alberta,In-situ oil sands extraction,Stationary Fuel Combustion / Combustion stationnaire de combustibles,5640893.026,5671892.09,5710424.802
G10073,2023,Cold Lake,Alberta,In-situ oil sands extraction,On-site Transportation / Transport sur le site,12186.1432,12707.6192,5710424.802
G10073,2023,Cold Lake,Alberta,In-situ oil sands extraction,Venting / Évacuation,197.7726,1237.6758,5710424.802
G10073,2023,Cold Lake,Alberta,In-situ oil sands extraction,Waste / Déchets,0,6.4792,5710424.802
G10074,2023,Coleson Cove Generating Station,New Brunswick,Fossil-Fuel Electric Power Generation,Stationary Fuel Combustion / Combustion stationnaire de combustibles,472651.3346,475906.4409,475917.6169
G10074,2023,Coleson Cove Generating Station,New Brunswick,Fossil-Fuel Electric Power Generation,On-site Transportation / Transport sur le site,10.8882,11.176,475917.6169
G10075,2023,Chatham,Ontario,Other Basic Organic Chemical Manufacturing,Stationary Fuel Combustion / Combustion stationnaire de combustibles,131567.1049,132290.123,132360.1581
G10075,2023,Chatham,Ontario,Other Basic Organic Chemical Manufacturing,On-site Transportation / Transport sur le site,67.4528,70.035137,132360.1581
G10076,2023,Rio Tinto Fer et Titane inc.- Complexe  de Sorel-Tracy,Quebec,Iron and Steel Mills and Ferro-Alloy Manufacturing,Stationary Fuel Combustion / Combustion stationnaire de combustibles,180525,181470.03,885630.828
G10076,2023,Rio Tinto Fer et Titane inc.- Complexe  de Sorel-Tracy,Quebec,Iron and Steel Mills and Ferro-Alloy Manufacturing,Industrial Processes / Procédés industriels,692886,693429.848,885630.828
G10076,2023,Rio Tinto Fer et Titane inc.- Complexe  de Sorel-Tracy,Quebec,Iron and Steel Mills and Ferro-Alloy Manufacturing,On-site Transportation / Transport sur le site,9688,10730.95,885630.828
G10079,2023,Corner Brook Pulp and Paper,Newfoundland and Labrador,Newsprint Mills,Stationary Fuel Combustion / Combustion stationnaire de combustibles,33274.96,33527.28457,34787.97195
G10079,2023,Corner Brook Pulp and Paper,Newfoundland and Labrador,Newsprint Mills,Industrial Processes / Procédés industriels,0,213.776581,34787.97195
G10079,2023,Corner Brook Pulp and Paper,Newfoundland and Labrador,Newsprint Mills,On-site Transportation / Transport sur le site,1010,1046.9108,34787.97195
G10080,2023,Cory Cogeneration Station,Saskatchewan,Fossil-Fuel Electric Power Generation,Stationary Fuel Combustion / Combustion stationnaire de combustibles,595157.6841,603551.312,603551.312
G10082,2023,Crofton Division,British Columbia,Chemical Pulp Mills,Stationary Fuel Combustion / Combustion stationnaire de combustibles,78336.0299,89490.6436,91528.7523
G10082,2023,Crofton Division,British Columbia,Chemical Pulp Mills,On-site Transportation / Transport sur le site,1687.0714,1754.5587,91528.7523
G10082,2023,Crofton Division,British Columbia,Chemical Pulp Mills,Wastewater / Eaux usées,0,283.55,91528.7523
G10086,2023,ATCO Gas - Distribution System,Alberta,Natural Gas Distribution,Flaring / Torchage,15.0614,15.1493,165798.9926
G10086,2023,ATCO Gas - Distribution System,Alberta,Natural Gas Distribution,Leakage / Fuites,96.3725,98175.1645,165798.9926
G10086,2023,ATCO Gas - Distribution System,Alberta,Natural Gas Distribution,Stationary Fuel Combustion / Combustion stationnaire de combustibles,57041.5148,57349.37,165798.9926
G10086,2023,ATCO Gas - Distribution System,Alberta,Natural Gas Distribution,Venting / Évacuation,7.596,10259.3088,165798.9926
G10088,2023,Kruger Trois-Rivières S.E.C.,Quebec,Paperboard Mills,Stationary Fuel Combustion / Combustion stationnaire de combustibles,68572,69681.987,70965.867
G10088,2023,Kruger Trois-Rivières S.E.C.,Quebec,Paperboard Mills,Industrial Processes / Procédés industriels,0,13,70965.867
G10088,2023,Kruger Trois-Rivières S.E.C.,Quebec,Paperboard Mills,On-site Transportation / Transport sur le site,1194,1270.88,70965.867
G10089,2023,Usine Kénogami,Quebec,Newsprint Mills,Stationary Fuel Combustion / Combustion stationnaire de combustibles,20109,20212.489,27667.078
G10089,2023,Usine Kénogami,Quebec,Newsprint Mills,On-site Transportation / Transport sur le site,315,322.709,27667.078
G10089,2023,Usine Kénogami,Quebec,Newsprint Mills,Waste / Déchets,0,7131.88,27667.078
G10091,2023,ArcelorMittal Dofasco,Ontario,Iron and Steel Mills and Ferro-Alloy Manufacturing,Stationary Fuel Combustion / Combustion stationnaire de combustibles,848845.9052,856117.7168,4168283.508
G10091,2023,ArcelorMittal Dofasco,Ontario,Iron and Steel Mills and Ferro-Alloy Manufacturing,Industrial Processes / Procédés industriels,3288316.939,3288316.939,4168283.508
G10091,2023,ArcelorMittal Dofasco,Ontario,Iron and Steel Mills and Ferro-Alloy Manufacturing,On-site Transportation / Transport sur le site,23770.1698,23848.85237,4168283.508
G10093,2023,Espanola Mill,Ontario,Paper (except Newsprint) Mills,Stationary Fuel Combustion / Combustion stationnaire de combustibles,164417.742,166286.3691,187877.0091
G10093,2023,Espanola Mill,Ontario,Paper (except Newsprint) Mills,Industrial Processes / Procédés industriels,0,26.117,187877.0091
G10093,2023,Espanola Mill,Ontario,Paper (except Newsprint) Mills,On-site Transportation / Transport sur le site,925.84,939.359,187877.0091
G10093,2023,Espanola Mill,Ontario,Paper (except Newsprint) Mills,Waste / Déchets,0,20625.164,187877.0091
G10095,2023,East Calgary Landfill,Alberta,Waste Treatment and Disposal,On-site Transportation / Transport sur le site,1046,1056.02,40177.4614
G10095,2023,East Calgary Landfill,Alberta,Waste Treatment and Disposal,Waste / Déchets,0,39121.4414,40177.4614
G10096,2023,East Crossfield Gas Plant 9-14-28-1W5,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,4885.1279,5289.8565,63176.7618
G10096,2023,East Crossfield Gas Plant 9-14-28-1W5,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.0527,85.2203,63176.7618
G10096,2023,East Crossfield Gas Plant 9-14-28-1W5,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,52868.841,57302.513,63176.7618
G10096,2023,East Crossfield Gas Plant 9-14-28-1W5,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,138.1428,499.172,63176.7618
G10097,2023,Edmonton Site,Alberta,Resin and Synthetic Rubber Manufacturing,Flaring / Torchage,352.4,352.93,28320.7839
G10097,2023,Edmonton Site,Alberta,Resin and Synthetic Rubber Manufacturing,Stationary Fuel Combustion / Combustion stationnaire de combustibles,23962.2,24611.01,28320.7839
G10097,2023,Edmonton Site,Alberta,Resin and Synthetic Rubber Manufacturing,Industrial Processes / Procédés industriels,0,3167.6289,28320.7839
G10097,2023,Edmonton Site,Alberta,Resin and Synthetic Rubber Manufacturing,On-site Transportation / Transport sur le site,148.58,151.615,28320.7839
G10097,2023,Edmonton Site,Alberta,Resin and Synthetic Rubber Manufacturing,Venting / Évacuation,37.6,37.6,28320.7839
G10099,2023,Twin Rivers Pulp Ltd.,New Brunswick,Chemical Pulp Mills,Stationary Fuel Combustion / Combustion stationnaire de combustibles,32049.3926,40904.6225,52718.4462
G10099,2023,Twin Rivers Pulp Ltd.,New Brunswick,Chemical Pulp Mills,On-site Transportation / Transport sur le site,2863.5807,2871.4357,52718.4462
G10099,2023,Twin Rivers Pulp Ltd.,New Brunswick,Chemical Pulp Mills,Wastewater / Eaux usées,0,8942.388,52718.4462
G10100,2023,Edson Gas Plant,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,34814.45792,37053.68117,166822.2533
G10100,2023,Edson Gas Plant,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.53548,213.00592,166822.2533
G10100,2023,Edson Gas Plant,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,114750.4513,125319.1481,166822.2533
G10100,2023,Edson Gas Plant,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,6.27642,4236.41814,166822.2533
G10101,2023,Ekati Diamond Mine,Northwest Territories,Diamond Mining,Stationary Fuel Combustion / Combustion stationnaire de combustibles,84818.263,85055.03175,170085.6222
G10101,2023,Ekati Diamond Mine,Northwest Territories,Diamond Mining,Industrial Processes / Procédés industriels,989.426,992.187973,170085.6222
G10101,2023,Ekati Diamond Mine,Northwest Territories,Diamond Mining,On-site Transportation / Transport sur le site,83727.276,83957.25806,170085.6222
G10101,2023,Ekati Diamond Mine,Northwest Territories,Diamond Mining,Waste / Déchets,0,81.144464,170085.6222
G10103,2023,Elkem Métal Chicoutimi,Quebec,Iron and Steel Mills and Ferro-Alloy Manufacturing,Stationary Fuel Combustion / Combustion stationnaire de combustibles,771,775.13588,115961.1415
G10103,2023,Elkem Métal Chicoutimi,Quebec,Iron and Steel Mills and Ferro-Alloy Manufacturing,Industrial Processes / Procédés industriels,112551,114875.9429,115961.1415
G10103,2023,Elkem Métal Chicoutimi,Quebec,Iron and Steel Mills and Ferro-Alloy Manufacturing,On-site Transportation / Transport sur le site,297.8,310.0627,115961.1415
G10104,2023,"Foothills Pipeline, British Columbia System",British Columbia,Pipeline Transportation of Natural Gas,Leakage / Fuites,3.37206,3558.15266,407725.1686
G10104,2023,"Foothills Pipeline, British Columbia System",British Columbia,Pipeline Transportation of Natural Gas,Stationary Fuel Combustion / Combustion stationnaire de combustibles,373969.4585,386788.8749,407725.1686
G10104,2023,"Foothills Pipeline, British Columbia System",British Columbia,Pipeline Transportation of Natural Gas,Venting / Évacuation,16.2647,17378.14098,407725.1686
G10105,2023,Elkview Operations,British Columbia,Bituminous Coal Mining,Leakage / Fuites,0,277247.8279,579375.5973
G10105,2023,Elkview Operations,British Columbia,Bituminous Coal Mining,Stationary Fuel Combustion / Combustion stationnaire de combustibles,93846.396,94448.1579,579375.5973
G10105,2023,Elkview Operations,British Columbia,Bituminous Coal Mining,On-site Transportation / Transport sur le site,199536.144,207679.6115,579375.5973
G10106,2023,Elmworth Gas Plant,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,71645.27941,72889.90208,183418.9955
G10106,2023,Elmworth Gas Plant,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.15543,1506.74863,183418.9955
G10106,2023,Elmworth Gas Plant,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,101586.1286,106480.9946,183418.9955
G10106,2023,Elmworth Gas Plant,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,912.15062,2541.35022,183418.9955
G10107,2023,Empress Gas Plant,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,9341.22106,11138.25675,70356.5653
G10107,2023,Empress Gas Plant,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,1.4741,2646.9505,70356.5653
G10107,2023,Empress Gas Plant,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,55857.03,56162.5335,70356.5653
G10107,2023,Empress Gas Plant,Alberta,Oil and gas extraction (except oil sands),On-site Transportation / Transport sur le site,60.067641,60.269847,70356.5653
G10107,2023,Empress Gas Plant,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.1899,348.5547,70356.5653
G10108,2023,Empress 6,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,13774.69817,14289.6286,279237.1258
G10108,2023,Empress 6,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.478203,882.222115,279237.1258
G10108,2023,Empress 6,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,261996.5206,263841.8494,279237.1258
G10108,2023,Empress 6,Alberta,Oil and gas extraction (except oil sands),On-site Transportation / Transport sur le site,207.31752,214.050629,279237.1258
G10108,2023,Empress 6,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.001456,2.234652,279237.1258
G10108,2023,Empress 6,Alberta,Oil and gas extraction (except oil sands),Wastewater / Eaux usées,0,7.140476,279237.1258
G10112,2023,Exshaw Cement Plant,Alberta,Cement Manufacturing,Stationary Fuel Combustion / Combustion stationnaire de combustibles,323054,324612.6062,1195516.103
G10112,2023,Exshaw Cement Plant,Alberta,Cement Manufacturing,Industrial Processes / Procédés industriels,865815.1875,865815.1875,1195516.103
G10112,2023,Exshaw Cement Plant,Alberta,Cement Manufacturing,On-site Transportation / Transport sur le site,5050.44,5088.3092,1195516.103
G10114,2023,Woodstock Plant,Ontario,Cement Manufacturing,Stationary Fuel Combustion / Combustion stationnaire de combustibles,181328.6881,181968.4895,400163.024
G10114,2023,Woodstock Plant,Ontario,Cement Manufacturing,Industrial Processes / Procédés industriels,217650.5558,217650.5558,400163.024
G10114,2023,Woodstock Plant,Ontario,Cement Manufacturing,On-site Transportation / Transport sur le site,539.4154,543.9787,400163.024
G10115,2023,Fording River Operations,British Columbia,Bituminous Coal Mining,Leakage / Fuites,0,336174.16,824162.6132
G10115,2023,Fording River Operations,British Columbia,Bituminous Coal Mining,Stationary Fuel Combustion / Combustion stationnaire de combustibles,88469.7473,89011.9485,824162.6132
G10115,2023,Fording River Operations,British Columbia,Bituminous Coal Mining,On-site Transportation / Transport sur le site,383271.396,398976.5047,824162.6132
G10117,2023,Fort Nelson Gas Plant,British Columbia,Oil and gas extraction (except oil sands),Flaring / Torchage,6614.044273,7956.701094,374224.9579
G10117,2023,Fort Nelson Gas Plant,British Columbia,Oil and gas extraction (except oil sands),Leakage / Fuites,0.354532,347.785224,374224.9579
G10117,2023,Fort Nelson Gas Plant,British Columbia,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,173876.7784,174830.9522,374224.9579
G10117,2023,Fort Nelson Gas Plant,British Columbia,Oil and gas extraction (except oil sands),Venting / Évacuation,190181.8073,191089.3647,374224.9579
G10117,2023,Fort Nelson Gas Plant,British Columbia,Oil and gas extraction (except oil sands),Wastewater / Eaux usées,0,0.15476,374224.9579
G10118,2023,Fort Nelson Generating Station,British Columbia,Fossil-Fuel Electric Power Generation,Stationary Fuel Combustion / Combustion stationnaire de combustibles,111741.7533,113301.522,113306.496
G10118,2023,Fort Nelson Generating Station,British Columbia,Fossil-Fuel Electric Power Generation,On-site Transportation / Transport sur le site,4.777,4.973962,113306.496
G10119,2023,Fort Saskatchewan,Alberta,Non-Ferrous Metal (except Aluminum) Smelting and Refining,Flaring / Torchage,785.8346,958.8267,305172.3589
G10119,2023,Fort Saskatchewan,Alberta,Non-Ferrous Metal (except Aluminum) Smelting and Refining,Stationary Fuel Combustion / Combustion stationnaire de combustibles,211002.4599,212108.9028,305172.3589
G10119,2023,Fort Saskatchewan,Alberta,Non-Ferrous Metal (except Aluminum) Smelting and Refining,Industrial Processes / Procédés industriels,83198.1936,83198.1936,305172.3589
G10119,2023,Fort Saskatchewan,Alberta,Non-Ferrous Metal (except Aluminum) Smelting and Refining,On-site Transportation / Transport sur le site,1772.9661,1799.1958,305172.3589
G10119,2023,Fort Saskatchewan,Alberta,Non-Ferrous Metal (except Aluminum) Smelting and Refining,Venting / Évacuation,601.1804,7107.23996,305172.3589
G10120,2023,Fort Saskatchewan Thermal Electric(Cogeneration) Power Plant,Alberta,Fossil-Fuel Electric Power Generation,Stationary Fuel Combustion / Combustion stationnaire de combustibles,450012.0053,453197.3753,453199.511
G10120,2023,Fort Saskatchewan Thermal Electric(Cogeneration) Power Plant,Alberta,Fossil-Fuel Electric Power Generation,On-site Transportation / Transport sur le site,2.120194,2.135644,453199.511
G10121,2023,Fort Saskatchewan Nitrogen Operations,Alberta,Chemical Fertilizer (except Potash) Manufacturing,Flaring / Torchage,74.045,77.63528,561215.8764
